time_stamp,loc_id,num_of_people
2017-11-02 08,11,375
2017-11-02 08,12,4145
2017-11-02 08,13,516
2017-11-02 08,14,558
2017-11-02 08,15,174
2017-11-02 08,16,616
2017-11-02 08,17,854
2017-11-02 08,18,385
2017-11-02 08,19,421
2017-11-02 08,20,1707
2017-11-02 08,21,678
2017-11-02 08,22,276
2017-11-02 08,23,217
2017-11-02 08,24,858
2017-11-02 08,25,968
2017-11-02 08,26,579
2017-11-02 08,27,425
2017-11-02 08,28,762
2017-11-02 08,29,2348
2017-11-02 08,30,836
2017-11-02 08,31,1185
2017-11-02 08,32,488
2017-11-02 08,33,336
2017-11-02 09,1,764
2017-11-02 09,2,720
2017-11-02 09,3,1270
2017-11-02 09,4,498
2017-11-02 09,5,638
2017-11-02 09,6,679
2017-11-02 09,7,291
2017-11-02 09,8,2868
2017-11-02 09,9,198
2017-11-02 09,10,914
2017-11-02 09,11,587
2017-11-02 09,12,3097
2017-11-02 09,13,381
2017-11-02 09,14,887
2017-11-02 09,15,419
2017-11-02 09,16,1014
2017-11-02 09,17,759
2017-11-02 09,18,344
2017-11-02 09,19,645
2017-11-02 09,20,1718
2017-11-02 09,21,597
2017-11-02 09,22,650
2017-11-02 09,23,411
2017-11-02 09,24,1763
2017-11-02 09,25,861
2017-11-02 09,26,524
2017-11-02 09,27,847
2017-11-02 09,28,692
2017-11-02 09,29,1721
2017-11-02 09,30,866
2017-11-02 09,31,1098
2017-11-02 09,32,463
2017-11-02 09,33,739
2017-11-02 10,1,505
2017-11-02 10,2,446
2017-11-02 10,3,1133
2017-11-02 10,4,288
2017-11-02 10,5,447
2017-11-02 10,6,458
2017-11-02 10,7,252
2017-11-02 10,8,2214
2017-11-02 10,9,169
2017-11-02 10,10,625
2017-11-02 10,11,690
2017-11-02 10,12,2205
2017-11-02 10,13,188
2017-11-02 10,14,652
2017-11-02 10,15,238
2017-11-02 10,16,897
2017-11-02 10,17,458
2017-11-02 10,18,246
2017-11-02 10,19,361
2017-11-02 10,20,2066
2017-11-02 10,21,432
2017-11-02 10,22,293
2017-11-02 10,23,515
2017-11-02 10,24,1273
2017-11-02 10,25,688
2017-11-02 10,26,291
2017-11-02 10,27,571
2017-11-02 10,28,424
2017-11-02 10,29,1658
2017-11-02 10,30,490
2017-11-02 10,31,948
2017-11-02 10,32,366
2017-11-02 10,33,494
2017-11-02 11,1,911
2017-11-02 11,2,906
2017-11-02 11,3,1690
2017-11-02 11,4,675
2017-11-02 11,5,776
2017-11-02 11,6,1003
2017-11-02 11,7,397
2017-11-02 11,8,6512
2017-11-02 11,9,272
2017-11-02 11,10,4078
2017-11-02 11,11,779
2017-11-02 11,12,6832
2017-11-02 11,13,284
2017-11-02 11,14,679
2017-11-02 11,15,247
2017-11-02 11,16,952
2017-11-02 11,17,1156
2017-11-02 11,18,392
2017-11-02 11,19,608
2017-11-02 11,20,2352
2017-11-02 11,21,814
2017-11-02 11,22,363
2017-11-02 11,23,570
2017-11-02 11,24,1562
2017-11-02 11,25,1087
2017-11-02 11,26,491
2017-11-02 11,27,597
2017-11-02 11,28,1071
2017-11-02 11,29,4448
2017-11-02 11,30,764
2017-11-02 11,31,1556
2017-11-02 11,32,613
2017-11-02 11,33,496
2017-11-02 12,1,1452
2017-11-02 12,2,1207
2017-11-02 12,3,2535
2017-11-02 12,4,1146
2017-11-02 12,5,1318
2017-11-02 12,6,1562
2017-11-02 12,7,740
2017-11-02 12,8,7878
2017-11-02 12,9,527
2017-11-02 12,10,4702
2017-11-02 12,11,1095
2017-11-02 12,12,8125
2017-11-02 12,13,839
2017-11-02 12,14,692
2017-11-02 12,15,368
2017-11-02 12,16,1193
2017-11-02 12,17,1397
2017-11-02 12,18,479
2017-11-02 12,19,1050
2017-11-02 12,20,1400
2017-11-02 12,21,1388
2017-11-02 12,22,517
2017-11-02 12,23,562
2017-11-02 12,24,1399
2017-11-02 12,25,1935
2017-11-02 12,26,992
2017-11-02 12,27,388
2017-11-02 12,28,1292
2017-11-02 12,29,4379
2017-11-02 12,30,1129
2017-11-02 12,31,2392
2017-11-02 12,32,993
2017-11-02 12,33,435
2017-11-02 13,1,1016
2017-11-02 13,2,913
2017-11-02 13,3,1587
2017-11-02 13,4,656
2017-11-02 13,5,800
2017-11-02 13,6,885
2017-11-02 13,7,365
2017-11-02 13,8,3918
2017-11-02 13,9,286
2017-11-02 13,10,1392
2017-11-02 13,11,1010
2017-11-02 13,12,4094
2017-11-02 13,13,473
2017-11-02 13,14,691
2017-11-02 13,15,260
2017-11-02 13,16,1031
2017-11-02 13,17,1044
2017-11-02 13,18,356
2017-11-02 13,19,920
2017-11-02 13,20,1137
2017-11-02 13,21,884
2017-11-02 13,22,525
2017-11-02 13,23,696
2017-11-02 13,24,1454
2017-11-02 13,25,1118
2017-11-02 13,26,515
2017-11-02 13,27,1245
2017-11-02 13,28,930
2017-11-02 13,29,2278
2017-11-02 13,30,651
2017-11-02 13,31,1609
2017-11-02 13,32,571
2017-11-02 13,33,1079
2017-11-02 14,1,604
2017-11-02 14,2,439
2017-11-02 14,3,1123
2017-11-02 14,4,647
2017-11-02 14,5,539
2017-11-02 14,6,869
2017-11-02 14,7,254
2017-11-02 14,8,2031
2017-11-02 14,9,180
2017-11-02 14,10,537
2017-11-02 14,11,417
2017-11-02 14,12,1860
2017-11-02 14,13,481
2017-11-02 14,14,515
2017-11-02 14,15,278
2017-11-02 14,16,800
2017-11-02 14,17,807
2017-11-02 14,18,305
2017-11-02 14,19,339
2017-11-02 14,20,1838
2017-11-02 14,21,733
2017-11-02 14,22,453
2017-11-02 14,23,247
2017-11-02 14,24,649
2017-11-02 14,25,833
2017-11-02 14,26,609
2017-11-02 14,27,1633
2017-11-02 14,28,753
2017-11-02 14,29,917
2017-11-02 14,30,535
2017-11-02 14,31,1000
2017-11-02 14,32,401
2017-11-02 14,33,1182
2017-11-02 15,1,755
2017-11-02 15,2,659
2017-11-02 15,3,1265
2017-11-02 15,4,613
2017-11-02 15,5,771
2017-11-02 15,6,888
2017-11-02 15,7,355
2017-11-02 15,8,2671
2017-11-02 15,9,258
2017-11-02 15,10,680
2017-11-02 15,11,816
2017-11-02 15,12,2659
2017-11-02 15,13,432
2017-11-02 15,14,733
2017-11-02 15,15,418
2017-11-02 15,16,759
2017-11-02 15,17,966
2017-11-02 15,18,269
2017-11-02 15,19,535
2017-11-02 15,20,1820
2017-11-02 15,21,654
2017-11-02 15,22,657
2017-11-02 15,23,532
2017-11-02 15,24,1458
2017-11-02 15,25,765
2017-11-02 15,26,666
2017-11-02 15,27,1792
2017-11-02 15,28,665
2017-11-02 15,29,1196
2017-11-02 15,30,493
2017-11-02 15,31,1189
2017-11-02 15,32,469
2017-11-02 15,33,1357
2017-11-02 16,1,603
2017-11-02 16,2,596
2017-11-02 16,3,913
2017-11-02 16,4,390
2017-11-02 16,5,660
2017-11-02 16,6,501
2017-11-02 16,7,242
2017-11-02 16,8,2760
2017-11-02 16,9,181
2017-11-02 16,10,957
2017-11-02 16,11,512
2017-11-02 16,12,2592
2017-11-02 16,13,265
2017-11-02 16,14,498
2017-11-02 16,15,283
2017-11-02 16,16,780
2017-11-02 16,17,719
2017-11-02 16,18,274
2017-11-02 16,19,460
2017-11-02 16,20,1385
2017-11-02 16,21,522
2017-11-02 16,22,236
2017-11-02 16,23,302
2017-11-02 16,24,972
2017-11-02 16,25,732
2017-11-02 16,26,423
2017-11-02 16,27,764
2017-11-02 16,28,570
2017-11-02 16,29,1367
2017-11-02 16,30,555
2017-11-02 16,31,861
2017-11-02 16,32,278
2017-11-02 16,33,694
2017-11-02 17,1,707
2017-11-02 17,2,1187
2017-11-02 17,3,1810
2017-11-02 17,4,853
2017-11-02 17,5,658
2017-11-02 17,6,920
2017-11-02 17,7,420
2017-11-02 17,8,7407
2017-11-02 17,9,347
2017-11-02 17,10,3633
2017-11-02 17,11,1279
2017-11-02 17,12,6440
2017-11-02 17,13,615
2017-11-02 17,14,667
2017-11-02 17,15,476
2017-11-02 17,16,1015
2017-11-02 17,17,1367
2017-11-02 17,18,496
2017-11-02 17,19,926
2017-11-02 17,20,2065
2017-11-02 17,21,1070
2017-11-02 17,22,748
2017-11-02 17,23,836
2017-11-02 17,24,1797
2017-11-02 17,25,1509
2017-11-02 17,26,988
2017-11-02 17,27,843
2017-11-02 17,28,1166
2017-11-02 17,29,3587
2017-11-02 17,30,844
2017-11-02 17,31,1937
2017-11-02 17,32,732
2017-11-02 17,33,861
2017-11-02 18,1,806
2017-11-02 18,2,1188
2017-11-02 18,3,1687
2017-11-02 18,4,842
2017-11-02 18,5,690
2017-11-02 18,6,1106
2017-11-02 18,7,485
2017-11-02 18,8,5421
2017-11-02 18,9,325
2017-11-02 18,10,2454
2017-11-02 18,11,889
2017-11-02 18,12,5395
2017-11-02 18,13,661
2017-11-02 18,14,594
2017-11-02 18,15,226
2017-11-02 18,16,403
2017-11-02 18,17,1367
2017-11-02 18,18,643
2017-11-02 18,19,942
2017-11-02 18,20,1642
2017-11-02 18,21,1169
2017-11-02 18,22,328
2017-11-02 18,23,609
2017-11-02 18,24,1266
2017-11-02 18,25,1618
2017-11-02 18,26,857
2017-11-02 18,27,1020
2017-11-02 18,28,1116
2017-11-02 18,29,2400
2017-11-02 18,30,876
2017-11-02 18,31,1198
2017-11-02 18,32,729
2017-11-02 18,33,865
2017-11-02 19,1,663
2017-11-02 19,2,761
2017-11-02 19,3,1084
2017-11-02 19,4,618
2017-11-02 19,5,597
2017-11-02 19,6,796
2017-11-02 19,7,315
2017-11-02 19,8,3090
2017-11-02 19,9,278
2017-11-02 19,10,1558
2017-11-02 19,11,550
2017-11-02 19,12,3210
2017-11-02 19,13,327
2017-11-02 19,14,313
2017-11-02 19,15,162
2017-11-02 19,16,244
2017-11-02 19,17,876
2017-11-02 19,18,505
2017-11-02 19,19,573
2017-11-02 19,20,1041
2017-11-02 19,21,761
2017-11-02 19,22,178
2017-11-02 19,23,302
2017-11-02 19,24,708
2017-11-02 19,25,794
2017-11-02 19,26,522
2017-11-02 19,27,580
2017-11-02 19,28,766
2017-11-02 19,29,1679
2017-11-02 19,30,743
2017-11-02 19,31,1041
2017-11-02 19,32,394
2017-11-02 19,33,444
2017-11-02 20,1,511
2017-11-02 20,2,513
2017-11-02 20,3,949
2017-11-02 20,4,601
2017-11-02 20,5,473
2017-11-02 20,6,520
2017-11-02 20,7,268
2017-11-02 20,8,2354
2017-11-02 20,9,235
2017-11-02 20,10,1324
2017-11-02 20,11,414
2017-11-02 20,12,2016
2017-11-02 20,13,281
2017-11-02 20,14,286
2017-11-02 20,15,142
2017-11-02 20,16,301
2017-11-02 20,17,861
2017-11-02 20,18,453
2017-11-02 20,19,462
2017-11-02 20,20,1008
2017-11-02 20,21,768
2017-11-02 20,22,143
2017-11-02 20,23,359
2017-11-02 20,24,527
2017-11-02 20,25,800
2017-11-02 20,26,499
2017-11-02 20,27,276
2017-11-02 20,28,890
2017-11-02 20,29,1515
2017-11-02 20,30,597
2017-11-02 20,31,1087
2017-11-02 20,32,395
2017-11-02 20,33,232
2017-11-02 21,1,568
2017-11-02 21,2,429
2017-11-02 21,3,1119
2017-11-02 21,4,783
2017-11-02 21,5,558
2017-11-02 21,6,674
2017-11-02 21,7,249
2017-11-02 21,8,2048
2017-11-02 21,9,228
2017-11-02 21,10,554
2017-11-02 21,11,526
2017-11-02 21,12,1660
2017-11-02 21,13,354
2017-11-02 21,14,358
2017-11-02 21,15,167
2017-11-02 21,16,302
2017-11-02 21,17,918
2017-11-02 21,18,648
2017-11-02 21,19,478
2017-11-02 21,20,810
2017-11-02 21,21,866
2017-11-02 21,22,143
2017-11-02 21,23,436
2017-11-02 21,24,705
2017-11-02 21,25,795
2017-11-02 21,26,385
2017-11-02 21,27,211
2017-11-02 21,28,776
2017-11-02 21,29,746
2017-11-02 21,30,520
2017-11-02 21,31,1152
2017-11-02 21,32,418
2017-11-02 21,33,180
2017-11-02 22,1,763
2017-11-02 22,2,708
2017-11-02 22,3,1492
2017-11-02 22,4,933
2017-11-02 22,5,683
2017-11-02 22,6,925
2017-11-02 22,7,243
2017-11-02 22,8,2396
2017-11-02 22,9,200
2017-11-02 22,10,481
2017-11-02 22,11,734
2017-11-02 22,12,1985
2017-11-02 22,13,467
2017-11-02 22,14,413
2017-11-02 22,15,174
2017-11-02 22,16,289
2017-11-02 22,17,1089
2017-11-02 22,18,886
2017-11-02 22,19,726
2017-11-02 22,20,870
2017-11-02 22,21,976
2017-11-02 22,22,119
2017-11-02 22,23,536
2017-11-02 22,24,630
2017-11-02 22,25,898
2017-11-02 22,26,425
2017-11-02 22,27,235
2017-11-02 22,28,869
2017-11-02 22,29,698
2017-11-02 22,30,556
2017-11-02 22,31,1442
2017-11-02 22,32,697
2017-11-02 22,33,241
2017-11-02 23,1,541
2017-11-02 23,2,726
2017-11-02 23,3,555
2017-11-02 23,4,567
2017-11-02 23,5,422
2017-11-02 23,6,790
2017-11-02 23,7,253
2017-11-02 23,8,1143
2017-11-02 23,9,464
2017-11-02 23,10,164
2017-11-02 23,11,522
2017-11-02 23,12,1022
2017-11-02 23,13,248
2017-11-02 23,14,86
2017-11-02 23,15,53
2017-11-02 23,16,55
2017-11-02 23,17,579
2017-11-02 23,18,757
2017-11-02 23,19,548
2017-11-02 23,20,312
2017-11-02 23,21,645
2017-11-02 23,22,36
2017-11-02 23,23,795
2017-11-02 23,24,124
2017-11-02 23,25,306
2017-11-02 23,26,213
2017-11-02 23,27,39
2017-11-02 23,28,435
2017-11-02 23,29,238
2017-11-02 23,30,691
2017-11-02 23,31,550
2017-11-02 23,32,212
2017-11-02 23,33,48
2017-11-03 00,1,856
2017-11-03 00,2,673
2017-11-03 00,3,59
2017-11-03 00,4,378
2017-11-03 00,5,399
2017-11-03 00,6,371
2017-11-03 00,7,230
2017-11-03 00,8,154
2017-11-03 00,9,518
2017-11-03 00,10,13
2017-11-03 00,11,526
2017-11-03 00,12,174
2017-11-03 00,13,42
2017-11-03 00,14,60
2017-11-03 00,15,10
2017-11-03 00,16,6
2017-11-03 00,17,447
2017-11-03 00,18,847
2017-11-03 00,19,392
2017-11-03 00,20,30
2017-11-03 00,21,493
2017-11-03 00,23,563
2017-11-03 00,24,6
2017-11-03 00,25,565
2017-11-03 00,26,32
2017-11-03 00,27,26
2017-11-03 00,28,594
2017-11-03 00,29,24
2017-11-03 00,30,464
2017-11-03 00,31,168
2017-11-03 00,32,16
2017-11-03 00,33,21
2017-11-03 01,1,448
2017-11-03 01,2,1074
2017-11-03 01,3,24
2017-11-03 01,4,156
2017-11-03 01,5,151
2017-11-03 01,6,139
2017-11-03 01,7,175
2017-11-03 01,8,20
2017-11-03 01,9,197
2017-11-03 01,10,11
2017-11-03 01,11,232
2017-11-03 01,12,18
2017-11-03 01,13,25
2017-11-03 01,14,49
2017-11-03 01,15,7
2017-11-03 01,16,4
2017-11-03 01,17,198
2017-11-03 01,18,557
2017-11-03 01,19,261
2017-11-03 01,20,14
2017-11-03 01,21,354
2017-11-03 01,23,377
2017-11-03 01,24,5
2017-11-03 01,25,409
2017-11-03 01,26,28
2017-11-03 01,27,15
2017-11-03 01,28,360
2017-11-03 01,29,15
2017-11-03 01,30,674
2017-11-03 01,31,66
2017-11-03 01,32,10
2017-11-03 01,33,15
2017-11-03 02,1,235
2017-11-03 02,2,1418
2017-11-03 02,3,20
2017-11-03 02,4,100
2017-11-03 02,5,67
2017-11-03 02,6,130
2017-11-03 02,7,150
2017-11-03 02,8,11
2017-11-03 02,9,88
2017-11-03 02,10,8
2017-11-03 02,11,205
2017-11-03 02,12,14
2017-11-03 02,13,13
2017-11-03 02,14,50
2017-11-03 02,15,6
2017-11-03 02,16,4
2017-11-03 02,17,170
2017-11-03 02,18,251
2017-11-03 02,19,338
2017-11-03 02,20,11
2017-11-03 02,21,325
2017-11-03 02,22,1
2017-11-03 02,23,297
2017-11-03 02,24,5
2017-11-03 02,25,337
2017-11-03 02,26,12
2017-11-03 02,27,11
2017-11-03 02,28,230
2017-11-03 02,29,12
2017-11-03 02,30,421
2017-11-03 02,31,44
2017-11-03 02,32,12
2017-11-03 02,33,13
2017-11-03 03,1,222
2017-11-03 03,2,1513
2017-11-03 03,3,18
2017-11-03 03,4,99
2017-11-03 03,5,92
2017-11-03 03,6,127
2017-11-03 03,7,48
2017-11-03 03,8,14
2017-11-03 03,9,62
2017-11-03 03,10,1
2017-11-03 03,11,187
2017-11-03 03,12,13
2017-11-03 03,13,11
2017-11-03 03,14,52
2017-11-03 03,15,6
2017-11-03 03,16,4
2017-11-03 03,17,496
2017-11-03 03,18,421
2017-11-03 03,19,233
2017-11-03 03,20,13
2017-11-03 03,21,291
2017-11-03 03,23,300
2017-11-03 03,24,1
2017-11-03 03,25,224
2017-11-03 03,26,8
2017-11-03 03,27,18
2017-11-03 03,28,467
2017-11-03 03,29,4
2017-11-03 03,30,392
2017-11-03 03,31,43
2017-11-03 03,32,8
2017-11-03 03,33,16
2017-11-03 04,1,217
2017-11-03 04,2,1651
2017-11-03 04,3,30
2017-11-03 04,4,114
2017-11-03 04,5,73
2017-11-03 04,6,109
2017-11-03 04,7,53
2017-11-03 04,8,21
2017-11-03 04,9,65
2017-11-03 04,10,9
2017-11-03 04,11,178
2017-11-03 04,12,18
2017-11-03 04,13,16
2017-11-03 04,14,62
2017-11-03 04,15,8
2017-11-03 04,16,4
2017-11-03 04,17,230
2017-11-03 04,18,174
2017-11-03 04,19,205
2017-11-03 04,20,14
2017-11-03 04,21,283
2017-11-03 04,23,331
2017-11-03 04,24,3
2017-11-03 04,25,211
2017-11-03 04,26,33
2017-11-03 04,27,12
2017-11-03 04,28,236
2017-11-03 04,29,18
2017-11-03 04,30,285
2017-11-03 04,31,39
2017-11-03 04,32,8
2017-11-03 04,33,14
2017-11-03 05,1,196
2017-11-03 05,2,1586
2017-11-03 05,3,35
2017-11-03 05,4,99
2017-11-03 05,5,82
2017-11-03 05,6,132
2017-11-03 05,7,44
2017-11-03 05,8,67
2017-11-03 05,9,59
2017-11-03 05,10,20
2017-11-03 05,11,174
2017-11-03 05,12,64
2017-11-03 05,13,16
2017-11-03 05,14,67
2017-11-03 05,15,12
2017-11-03 05,16,6
2017-11-03 05,17,308
2017-11-03 05,18,198
2017-11-03 05,19,182
2017-11-03 05,20,25
2017-11-03 05,21,316
2017-11-03 05,23,328
2017-11-03 05,24,30
2017-11-03 05,25,192
2017-11-03 05,26,22
2017-11-03 05,27,19
2017-11-03 05,28,366
2017-11-03 05,29,38
2017-11-03 05,30,334
2017-11-03 05,31,40
2017-11-03 05,32,9
2017-11-03 05,33,20
2017-11-03 06,1,257
2017-11-03 06,2,898
2017-11-03 06,3,131
2017-11-03 06,4,120
2017-11-03 06,5,170
2017-11-03 06,6,174
2017-11-03 06,7,91
2017-11-03 06,8,373
2017-11-03 06,9,108
2017-11-03 06,10,106
2017-11-03 06,11,261
2017-11-03 06,12,353
2017-11-03 06,13,40
2017-11-03 06,14,79
2017-11-03 06,15,44
2017-11-03 06,16,56
2017-11-03 06,17,274
2017-11-03 06,18,262
2017-11-03 06,19,219
2017-11-03 06,20,48
2017-11-03 06,21,186
2017-11-03 06,22,9
2017-11-03 06,23,331
2017-11-03 06,24,169
2017-11-03 06,25,227
2017-11-03 06,26,65
2017-11-03 06,27,53
2017-11-03 06,28,257
2017-11-03 06,29,163
2017-11-03 06,30,408
2017-11-03 06,31,175
2017-11-03 06,32,47
2017-11-03 06,33,73
2017-11-03 07,1,499
2017-11-03 07,2,762
2017-11-03 07,3,737
2017-11-03 07,4,272
2017-11-03 07,5,396
2017-11-03 07,6,501
2017-11-03 07,7,284
2017-11-03 07,8,2181
2017-11-03 07,9,212
2017-11-03 07,10,890
2017-11-03 07,11,713
2017-11-03 07,12,2303
2017-11-03 07,13,328
2017-11-03 07,14,305
2017-11-03 07,15,180
2017-11-03 07,16,351
2017-11-03 07,17,582
2017-11-03 07,18,438
2017-11-03 07,19,759
2017-11-03 07,20,235
2017-11-03 07,21,343
2017-11-03 07,22,275
2017-11-03 07,23,536
2017-11-03 07,24,579
2017-11-03 07,25,428
2017-11-03 07,26,360
2017-11-03 07,27,276
2017-11-03 07,28,441
2017-11-03 07,29,1201
2017-11-03 07,30,605
2017-11-03 07,31,1025
2017-11-03 07,32,246
2017-11-03 07,33,294
2017-11-03 08,1,655
2017-11-03 08,2,496
2017-11-03 08,3,1190
2017-11-03 08,4,668
2017-11-03 08,5,550
2017-11-03 08,6,759
2017-11-03 08,7,282
2017-11-03 08,8,3903
2017-11-03 08,9,181
2017-11-03 08,10,1876
2017-11-03 08,11,400
2017-11-03 08,12,4682
2017-11-03 08,13,583
2017-11-03 08,14,557
2017-11-03 08,15,183
2017-11-03 08,16,828
2017-11-03 08,17,1070
2017-11-03 08,18,486
2017-11-03 08,19,462
2017-11-03 08,20,1322
2017-11-03 08,21,822
2017-11-03 08,22,265
2017-11-03 08,23,204
2017-11-03 08,24,897
2017-11-03 08,25,895
2017-11-03 08,26,562
2017-11-03 08,27,735
2017-11-03 08,28,980
2017-11-03 08,29,2450
2017-11-03 08,30,842
2017-11-03 08,31,1305
2017-11-03 08,32,490
2017-11-03 08,33,662
2017-11-03 09,1,683
2017-11-03 09,2,572
2017-11-03 09,3,1121
2017-11-03 09,4,572
2017-11-03 09,5,622
2017-11-03 09,6,770
2017-11-03 09,7,336
2017-11-03 09,8,2886
2017-11-03 09,9,222
2017-11-03 09,10,801
2017-11-03 09,11,645
2017-11-03 09,12,3405
2017-11-03 09,13,580
2017-11-03 09,14,609
2017-11-03 09,15,349
2017-11-03 09,16,1131
2017-11-03 09,17,897
2017-11-03 09,18,417
2017-11-03 09,19,536
2017-11-03 09,20,1455
2017-11-03 09,21,725
2017-11-03 09,22,542
2017-11-03 09,23,452
2017-11-03 09,24,1403
2017-11-03 09,25,829
2017-11-03 09,26,649
2017-11-03 09,27,1632
2017-11-03 09,28,867
2017-11-03 09,29,1338
2017-11-03 09,30,844
2017-11-03 09,31,1155
2017-11-03 09,32,375
2017-11-03 09,33,1272
2017-11-03 10,1,527
2017-11-03 10,2,401
2017-11-03 10,3,754
2017-11-03 10,4,313
2017-11-03 10,5,409
2017-11-03 10,6,566
2017-11-03 10,7,230
2017-11-03 10,8,1768
2017-11-03 10,9,153
2017-11-03 10,10,678
2017-11-03 10,11,427
2017-11-03 10,12,1821
2017-11-03 10,13,308
2017-11-03 10,14,568
2017-11-03 10,15,288
2017-11-03 10,16,903
2017-11-03 10,17,604
2017-11-03 10,18,335
2017-11-03 10,19,424
2017-11-03 10,20,819
2017-11-03 10,21,442
2017-11-03 10,22,324
2017-11-03 10,23,219
2017-11-03 10,24,1346
2017-11-03 10,25,677
2017-11-03 10,26,340
2017-11-03 10,27,1048
2017-11-03 10,28,594
2017-11-03 10,29,982
2017-11-03 10,30,664
2017-11-03 10,31,743
2017-11-03 10,32,297
2017-11-03 10,33,749
2017-11-03 11,1,769
2017-11-03 11,2,612
2017-11-03 11,3,1492
2017-11-03 11,4,818
2017-11-03 11,5,714
2017-11-03 11,6,1082
2017-11-03 11,7,488
2017-11-03 11,8,6470
2017-11-03 11,9,367
2017-11-03 11,10,2977
2017-11-03 11,11,624
2017-11-03 11,12,7262
2017-11-03 11,13,584
2017-11-03 11,14,652
2017-11-03 11,15,344
2017-11-03 11,16,883
2017-11-03 11,17,1182
2017-11-03 11,18,381
2017-11-03 11,19,687
2017-11-03 11,20,1948
2017-11-03 11,21,947
2017-11-03 11,22,423
2017-11-03 11,23,341
2017-11-03 11,24,1337
2017-11-03 11,25,1245
2017-11-03 11,26,714
2017-11-03 11,27,692
2017-11-03 11,28,1122
2017-11-03 11,29,2894
2017-11-03 11,30,733
2017-11-03 11,31,1479
2017-11-03 11,32,485
2017-11-03 11,33,538
2017-11-03 12,1,1215
2017-11-03 12,2,924
2017-11-03 12,3,1834
2017-11-03 12,4,1047
2017-11-03 12,5,1074
2017-11-03 12,6,1411
2017-11-03 12,7,743
2017-11-03 12,8,8326
2017-11-03 12,9,513
2017-11-03 12,10,4361
2017-11-03 12,11,1239
2017-11-03 12,12,9470
2017-11-03 12,13,927
2017-11-03 12,14,660
2017-11-03 12,15,414
2017-11-03 12,16,1068
2017-11-03 12,17,1702
2017-11-03 12,18,529
2017-11-03 12,19,889
2017-11-03 12,20,1457
2017-11-03 12,21,1296
2017-11-03 12,22,426
2017-11-03 12,23,734
2017-11-03 12,24,1585
2017-11-03 12,25,1823
2017-11-03 12,26,1007
2017-11-03 12,27,538
2017-11-03 12,28,1483
2017-11-03 12,29,3927
2017-11-03 12,30,1201
2017-11-03 12,31,2078
2017-11-03 12,32,711
2017-11-03 12,33,475
2017-11-03 13,1,692
2017-11-03 13,2,903
2017-11-03 13,3,1237
2017-11-03 13,4,660
2017-11-03 13,5,561
2017-11-03 13,6,1125
2017-11-03 13,7,466
2017-11-03 13,8,2982
2017-11-03 13,9,361
2017-11-03 13,10,1369
2017-11-03 13,11,1046
2017-11-03 13,12,3481
2017-11-03 13,13,623
2017-11-03 13,14,844
2017-11-03 13,15,534
2017-11-03 13,16,735
2017-11-03 13,17,1088
2017-11-03 13,18,457
2017-11-03 13,19,778
2017-11-03 13,20,1293
2017-11-03 13,21,802
2017-11-03 13,22,499
2017-11-03 13,23,832
2017-11-03 13,24,1439
2017-11-03 13,25,936
2017-11-03 13,26,677
2017-11-03 13,27,427
2017-11-03 13,28,936
2017-11-03 13,29,1705
2017-11-03 13,30,889
2017-11-03 13,31,1340
2017-11-03 13,32,445
2017-11-03 13,33,376
2017-11-03 14,1,476
2017-11-03 14,2,536
2017-11-03 14,3,974
2017-11-03 14,4,587
2017-11-03 14,5,438
2017-11-03 14,6,692
2017-11-03 14,7,270
2017-11-03 14,8,1432
2017-11-03 14,9,224
2017-11-03 14,10,573
2017-11-03 14,11,413
2017-11-03 14,12,1161
2017-11-03 14,13,403
2017-11-03 14,14,554
2017-11-03 14,15,409
2017-11-03 14,16,650
2017-11-03 14,17,872
2017-11-03 14,18,444
2017-11-03 14,19,436
2017-11-03 14,20,1929
2017-11-03 14,21,778
2017-11-03 14,22,290
2017-11-03 14,23,228
2017-11-03 14,24,920
2017-11-03 14,25,887
2017-11-03 14,26,460
2017-11-03 14,27,377
2017-11-03 14,28,841
2017-11-03 14,29,832
2017-11-03 14,30,690
2017-11-03 14,31,987
2017-11-03 14,32,411
2017-11-03 14,33,289
2017-11-03 15,1,500
2017-11-03 15,2,651
2017-11-03 15,3,1317
2017-11-03 15,4,678
2017-11-03 15,5,435
2017-11-03 15,6,832
2017-11-03 15,7,384
2017-11-03 15,8,1880
2017-11-03 15,9,261
2017-11-03 15,10,572
2017-11-03 15,11,850
2017-11-03 15,12,1696
2017-11-03 15,13,531
2017-11-03 15,14,941
2017-11-03 15,15,888
2017-11-03 15,16,796
2017-11-03 15,17,836
2017-11-03 15,18,323
2017-11-03 15,19,606
2017-11-03 15,20,2460
2017-11-03 15,21,756
2017-11-03 15,22,769
2017-11-03 15,23,608
2017-11-03 15,24,1704
2017-11-03 15,25,925
2017-11-03 15,26,581
2017-11-03 15,27,943
2017-11-03 15,28,766
2017-11-03 15,29,883
2017-11-03 15,30,579
2017-11-03 15,31,1118
2017-11-03 15,32,366
2017-11-03 15,33,675
2017-11-03 16,1,456
2017-11-03 16,2,484
2017-11-03 16,3,965
2017-11-03 16,4,508
2017-11-03 16,5,462
2017-11-03 16,6,621
2017-11-03 16,7,246
2017-11-03 16,8,1760
2017-11-03 16,9,174
2017-11-03 16,10,764
2017-11-03 16,11,491
2017-11-03 16,12,1741
2017-11-03 16,13,367
2017-11-03 16,14,446
2017-11-03 16,15,460
2017-11-03 16,16,521
2017-11-03 16,17,845
